ID,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A704747,2015-09-04 15:53:00,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A709525,2015-08-30 16:59:00,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair,Blue Tabby
A711971,2015-09-15 09:00:00,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue Tabby/White
A684875,2014-07-29 19:07:00,Euthanasia,Dog,Intact Female,4 months,German Shepherd Mix,Black/Tan
A664493,2013-11-06 08:41:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A699842,2015-05-23 14:03:00,Transfer,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,White/Brown
A687772,2014-11-25 14:12:00,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A718647,2016-01-04 13:50:00,Transfer,Dog,Intact Female,1 year,Labrador Retriever/Great Dane,Black
A677558,2014-04-30 18:18:00,Adoption,Dog,Neutered Male,3 months,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White
A687606,2014-09-11 17:27:00,Adoption,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White
A683905,2014-12-07 18:40:00,Return_to_owner,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
A704188,2015-06-07 12:59:00,Adoption,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A705294,2015-06-20 00:00:00,Transfer,Dog,Intact Female,4 years,Chihuahua Longhair Mix,Red
A687179,2014-09-08 11:54:00,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A678504,2014-05-16 08:47:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A685440,2014-08-07 16:13:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A680705,2014-06-06 14:39:00,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black/White
A698754,2015-03-24 11:01:00,Return_to_owner,Cat,Neutered Male,16 years,Domestic Shorthair Mix,Black
A667335,2013-11-18 15:37:00,Transfer,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby
A668273,2013-12-03 14:08:00,Transfer,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A668681,2013-12-12 17:30:00,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Tan
A664539,2013-10-09 18:07:00,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/Black
A695082,2015-01-12 15:30:00,Transfer,Dog,Spayed Female,3 years,Miniature Poodle,Black
A672516,2014-02-12 15:39:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A668582,2013-12-13 11:39:00,Return_to_owner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Brown/Black
A691049,2014-11-21 17:42:00,Euthanasia,Dog,Neutered Male,3 years,Pit Bull Mix,Chocolate/White
A710725,2015-08-27 09:00:00,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A663422,2015-11-02 00:00:00,Transfer,Dog,Neutered Male,4 years,German Shepherd/Rottweiler,Chocolate/Tan
A672399,2014-02-13 12:40:00,Return_to_owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A703601,2015-06-27 18:34:00,Adoption,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Brown Tabby
A695073,2015-10-27 10:07:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A682590,2015-12-20 15:56:00,Adoption,Dog,Neutered Male,1 year,Mastiff/Boxer,Tan/White
A687092,2014-09-26 16:27:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A704744,2015-06-08 18:20:00,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange Tabby
A678254,2014-07-22 17:23:00,Adoption,Dog,Neutered Male,6 years,Miniature Pinscher Mix,Black/Tan
A674022,2014-03-14 12:36:00,Transfer,Dog,Intact Male,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Sable/White
A701310,2015-05-25 13:51:00,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A702970,2015-05-22 14:19:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Lynx Point
A677660,2014-06-01 17:31:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A706047,2015-06-25 13:08:00,Return_to_owner,Dog,Intact Male,2 years,Border Collie Mix,Red/White
A673625,2014-03-09 12:01:00,Return_to_owner,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black/White
A706544,2015-07-11 15:51:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A710283,2015-09-01 17:25:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A666854,2013-11-26 16:05:00,Euthanasia,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A717501,2015-12-22 12:39:00,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A669139,2013-12-18 16:14:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A692434,2014-11-25 18:43:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A691363,2014-11-07 14:16:00,Adoption,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico
A720222,2016-02-05 11:11:00,Transfer,Dog,Intact Female,1 month,Australian Cattle Dog Mix,Black/Tricolor
A670490,2014-01-11 17:08:00,Transfer,Dog,Neutered Male,6 months,Doberman Pinsch Mix,Chocolate/Red
A693345,2014-12-13 14:16:00,Transfer,Cat,Intact Female,8 months,Domestic Shorthair Mix,Brown Tabby
A651452,2013-11-09 15:09:00,Adoption,Dog,Neutered Male,1 year,Border Collie/Labrador Retriever,Black/White
A706316,2015-09-07 19:22:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A684982,2014-09-07 17:46:00,Transfer,Dog,Neutered Male,3 months,Labrador Retriever Mix,White/Tan
A717794,2015-12-20 18:26:00,Adoption,Dog,Neutered Male,2 months,Cardigan Welsh Corgi/Pointer,Brown Brindle/White
A708407,2015-07-31 14:33:00,Transfer,Dog,Intact Female,5 months,Pit Bull Mix,Blue/White
A697740,2015-11-20 12:52:00,Transfer,Dog,Neutered Male,5 years,Pit Bull Mix,White/Tan
A706093,2015-06-29 13:56:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Black
A373687,2014-04-08 14:05:00,Adoption,Dog,Spayed Female,9 years,Labrador Retriever Mix,Red/Black
A712015,2015-09-15 18:11:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
A664542,2013-11-16 15:17:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A683637,2014-07-25 16:46:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/Brown
A705467,2015-07-01 12:23:00,Transfer,Dog,Intact Female,9 years,Carolina Dog Mix,Red
A665594,2015-12-21 18:55:00,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair/Dachshund,Tricolor
A717825,2016-02-06 18:05:00,Adoption,Dog,Neutered Male,1 month,Miniature Poodle Mix,Black/Tan
A681453,2014-07-27 10:55:00,Transfer,Dog,Neutered Male,1 year,American Bulldog Mix,White
A696772,2015-02-23 12:28:00,Transfer,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A687323,2014-09-03 16:20:00,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby
A716643,2015-11-27 13:52:00,Transfer,Dog,Intact Female,3 months,German Shepherd Mix,Brown
A680622,2014-06-04 17:44:00,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue Tabby
A703052,2015-05-26 00:00:00,Transfer,Dog,Intact Female,2 years,Great Pyrenees Mix,White
A274546,2013-11-16 12:24:00,Adoption,Dog,Spayed Female,11 years,Pointer Mix,Tricolor
A693127,2014-12-24 11:10:00,Adoption,Dog,Spayed Female,7 years,Dutch Shepherd Mix,Black/Brown
A691448,2014-11-30 11:32:00,Transfer,Dog,Neutered Male,5 months,Black/Tan Hound/Black Mouth Cur,Tricolor
A689267,2014-10-01 15:23:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A688287,2014-09-17 14:28:00,Euthanasia,Dog,Intact Male,5 years,Chihuahua Longhair Mix,Cream
A664179,2013-10-06 13:16:00,Transfer,Dog,Intact Male,2 months,Labrador Retriever/Basset Hound,Tan
A699870,2015-04-14 14:08:00,Euthanasia,Dog,Intact Female,2 years,Boxer/Black Mouth Cur,Brown/White
A705888,2015-07-08 17:57:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A675921,2014-08-04 18:17:00,Adoption,Dog,Spayed Female,10 years,Pit Bull Mix,Tan/White
A690988,2014-11-19 15:38:00,Died,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A684007,2014-08-08 17:08:00,Return_to_owner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Orange/White
A681152,2014-06-19 18:11:00,Adoption,Dog,Neutered Male,8 years,Chesa Bay Retr Mix,Chocolate
A668574,2014-01-05 16:18:00,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog/Pit Bull,Tricolor
A693887,2014-12-16 14:18:00,Died,Dog,Intact Male,4 weeks,German Shepherd Mix,Black/White
A715760,2015-12-17 15:28:00,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A665804,2013-12-10 13:23:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby
A692639,2014-12-17 17:34:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Tan
A657360,2015-12-19 17:58:00,Transfer,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown/White
A669239,2013-12-19 13:07:00,Transfer,Cat,Unknown,2 years,Siamese Mix,Lilac Point
A701196,2015-06-07 13:18:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A690317,2014-10-22 09:00:00,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A712121,2015-09-22 18:19:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown Brindle/Tan
A694411,2015-01-01 14:53:00,Transfer,Dog,Spayed Female,4 years,Great Dane,Black
A602103,2014-12-14 12:06:00,Return_to_owner,Dog,Spayed Female,4 years,Jack Russell Terrier/Labrador Retriever,White/Tan
A686615,2014-08-29 17:21:00,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A715444,2015-11-05 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A714268,2015-10-20 17:12:00,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A669992,2014-02-09 17:30:00,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Jack Russell Terrier,White/Brown
A695479,2015-12-21 17:27:00,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White
A525136,2015-03-20 11:01:00,Transfer,Cat,Spayed Female,7 years,American Shorthair Mix,Calico
A679435,2014-05-27 15:26:00,Adoption,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Brown
A718170,2016-01-08 18:59:00,Transfer,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue
A708984,2015-08-17 18:08:00,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A673737,2014-03-02 14:57:00,Return_to_owner,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Sable/White
A659642,2013-10-10 11:18:00,Transfer,Dog,Neutered Male,2 years,Dachshund/Basset Hound,Brown Brindle
A702078,2015-07-04 17:05:00,Adoption,Dog,Neutered Male,9 months,Pit Bull Mix,Brown/White
A718178,2016-02-21 00:00:00,Transfer,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A676930,2014-04-17 14:30:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A666540,2013-11-07 12:26:00,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
A705669,2015-07-08 17:52:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A705697,2015-06-26 15:23:00,Transfer,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A706078,2015-06-30 16:38:00,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby
A697207,2015-02-20 15:55:00,Transfer,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black
A702451,2015-05-17 18:54:00,Adoption,Dog,Spayed Female,1 year,Siberian Husky Mix,White
A692264,2014-11-25 18:39:00,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A712828,2015-10-07 12:57:00,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Calico
A682441,2014-07-01 18:41:00,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog,Tricolor
A668394,2013-12-10 18:57:00,Adoption,Dog,Spayed Female,6 months,Labrador Retriever/Basset Hound,Chocolate
A710966,2015-11-15 17:42:00,Adoption,Cat,Neutered Male,4 years,Domestic Longhair Mix,Orange Tabby
A664440,2014-01-03 14:48:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A683565,2014-12-20 18:17:00,Adoption,Dog,Spayed Female,9 months,Labrador Retriever/Pit Bull,Black
A706471,2015-07-13 17:57:00,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A701992,2015-05-07 17:15:00,Euthanasia,Dog,Intact Male,5 years,Pit Bull Mix,Tan
A710682,2015-08-27 09:00:00,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,White
A676005,2014-04-15 14:58:00,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,White/Black
A685766,2014-08-15 17:01:00,Return_to_owner,Dog,Spayed Female,2 months,Pointer/Labrador Retriever,Brown/White
A558118,2015-03-09 18:45:00,Return_to_owner,Dog,Spayed Female,5 years,Pit Bull Mix,White/Black
A705059,2015-06-24 16:03:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A713184,2015-10-04 09:00:00,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
A681475,2014-07-12 17:12:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby
A713889,2015-12-23 13:43:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black/White
A720238,2016-02-05 14:15:00,Return_to_owner,Dog,Spayed Female,16 years,Labrador Retriever Mix,Black
A706537,2015-07-05 19:12:00,Adoption,Dog,Spayed Female,1 month,Catahoula Mix,Black/Tan
A665216,2013-10-18 15:14:00,Return_to_owner,Dog,Intact Female,6 months,Beagle Mix,Tricolor
A689462,2014-10-04 13:26:00,Return_to_owner,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Blue Tabby/White
A689980,2014-11-10 19:04:00,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Torbie/Blue Cream
A679908,2014-07-13 18:58:00,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie/White
A679743,2014-05-26 16:55:00,Transfer,Dog,Intact Male,2 months,Catahoula Mix,Tan/White
A668995,2013-12-18 14:38:00,Transfer,Cat,Intact Female,2 years,Domestic Longhair Mix,Brown Tabby
A707354,2015-07-14 18:46:00,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A700081,2015-04-10 18:05:00,Euthanasia,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Black/Cream
A702124,2015-07-18 13:05:00,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A675952,2014-04-02 17:17:00,Return_to_owner,Dog,Neutered Male,7 months,Pit Bull Mix,White/Brown
A693216,2014-12-05 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A668293,2013-12-02 15:26:00,Return_to_owner,Dog,Neutered Male,7 years,Chihuahua Longhair Mix,Red
A677343,2015-09-13 16:49:00,Adoption,Dog,Neutered Male,3 years,Great Pyrenees/Labrador Retriever,White
A677331,2014-04-25 17:50:00,Return_to_owner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tricolor/Blue
A710445,2015-09-06 19:00:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A683431,2014-07-11 19:09:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A697833,2015-03-17 15:40:00,Return_to_owner,Dog,Neutered Male,4 years,Miniature Poodle,White
A690909,2014-10-30 12:21:00,Euthanasia,Cat,Intact Female,9 years,Domestic Shorthair Mix,Blue Tabby
A686296,2014-08-29 17:47:00,Euthanasia,Dog,Spayed Female,5 months,Pit Bull Mix,Black/White
A690138,2014-12-26 11:51:00,Adoption,Cat,Neutered Male,3 months,Manx Mix,Blue Tabby
A594707,2014-08-12 17:28:00,Adoption,Dog,Spayed Female,4 years,German Shepherd/Labrador Retriever,White
A678522,2014-06-22 17:24:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A688665,2014-10-19 15:26:00,Adoption,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White
A694243,2014-12-23 14:09:00,Transfer,Dog,Intact Male,4 months,Chihuahua Shorthair Mix,Cream
A676761,2014-04-20 11:15:00,Transfer,Dog,Intact Female,4 months,Pit Bull Mix,Tan/White
A703669,2015-09-20 14:00:00,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A618752,2015-08-12 15:48:00,Return_to_owner,Dog,Spayed Female,5 years,Pit Bull Mix,White
A689935,2014-10-15 19:06:00,Return_to_owner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A697471,2015-02-28 17:18:00,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A707612,2015-07-31 12:56:00,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A676205,2014-07-29 13:49:00,Adoption,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black
A716943,2015-12-07 17:53:00,Adoption,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/Black
A691811,2014-11-11 13:53:00,Transfer,Dog,Intact Female,5 months,Boxer,White/Brown
A697373,2015-03-04 15:38:00,Adoption,Dog,Spayed Female,10 months,Dachshund Wirehair/Cairn Terrier,Chocolate
A685726,2014-08-25 16:34:00,Return_to_owner,Dog,Spayed Female,4 years,Great Pyrenees Mix,White
A683095,2014-07-18 17:34:00,Adoption,Dog,Neutered Male,2 years,Basset Hound/Australian Cattle Dog,White/Brown
A711320,2015-11-29 19:15:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A696041,2015-02-02 14:56:00,Transfer,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Red
A684867,2014-07-29 19:10:00,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A707646,2015-07-23 14:45:00,Transfer,Dog,Neutered Male,11 years,Miniature Poodle/Cocker Spaniel,White
A672931,2015-06-05 16:35:00,Adoption,Dog,Neutered Male,4 years,German Shepherd/Redbone Hound,Black/Tan
A691423,2014-11-08 12:28:00,Euthanasia,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Brown/Black
A696932,2015-05-04 18:07:00,Adoption,Dog,Spayed Female,9 months,Border Collie Mix,White/Black
A684666,2014-09-20 12:39:00,Adoption,Cat,Spayed Female,10 years,Domestic Medium Hair Mix,Blue
A687534,2014-09-07 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A677326,2014-04-24 11:32:00,Return_to_owner,Dog,Neutered Male,1 year,German Shepherd/Siberian Husky,Sable
A684372,2014-08-02 19:05:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A693093,2014-12-03 17:53:00,Return_to_owner,Dog,Neutered Male,1 year,Siberian Husky Mix,Gray/White
A672082,2014-02-03 17:19:00,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A679921,2014-08-28 17:19:00,Return_to_owner,Cat,Neutered Male,4 months,Russian Blue Mix,Blue
A689944,2014-10-19 13:01:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A707408,2015-07-31 19:02:00,Adoption,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan/White
A703874,2015-06-09 17:25:00,Adoption,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,White/Brown
A644188,2014-10-09 17:07:00,Return_to_owner,Dog,Neutered Male,3 years,Labrador Retriever,Black
A706094,2015-06-25 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby/White
A678503,2014-05-14 15:09:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A669235,2013-12-18 11:49:00,Transfer,Dog,Intact Male,1 month,German Shepherd/Labrador Retriever,Brown/Black
A716679,2015-11-30 13:58:00,Transfer,Dog,Intact Male,1 year,Chihuahua Shorthair/Basset Hound,White/Brown Brindle
A688787,2014-10-03 11:02:00,Transfer,Dog,Neutered Male,4 years,Labrador Retriever/Great Pyrenees,Buff
A704018,2015-05-31 17:12:00,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Black/White
A691959,2014-12-06 19:12:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black
A653964,2015-06-17 18:24:00,Return_to_owner,Dog,Neutered Male,9 years,Australian Shepherd Mix,Red/White
A675234,2014-03-30 17:44:00,Adoption,Cat,Spayed Female,4 years,Siamese Mix,Blue Point
A666550,2013-11-08 14:48:00,Transfer,Cat,Intact Female,5 years,Domestic Shorthair Mix,Torbie
A703326,2015-05-23 15:44:00,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A678260,2014-05-14 15:30:00,Transfer,Cat,Intact Female,15 years,Domestic Shorthair Mix,Blue Tabby
A698558,2015-05-08 16:12:00,Adoption,Dog,Spayed Female,1 month,Labrador Retriever/Boxer,White/Cream
A686495,2014-09-09 18:17:00,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black
A713343,2015-11-20 17:54:00,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue Smoke
A713480,2015-10-10 11:15:00,Return_to_owner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A672201,2014-02-05 16:56:00,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black/White
A675425,2014-03-28 11:44:00,Transfer,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black Smoke
A671480,2014-02-25 14:31:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,White
A669014,2013-12-22 23:37:00,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Blue Tabby
A696284,2015-02-06 17:32:00,Adoption,Dog,Neutered Male,1 month,Pit Bull,Black/White
A719410,2016-01-25 17:35:00,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair,White/Blue
A633402,2015-07-01 14:06:00,Transfer,Dog,Spayed Female,9 years,Pit Bull/Labrador Retriever,Red
A692506,2014-11-26 16:34:00,Adoption,Dog,Intact Female,2 months,Anatol Shepherd Mix,Tan/White
A686329,2014-08-20 17:11:00,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White
A690947,2014-11-24 17:03:00,Return_to_owner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
A689961,2014-10-26 10:57:00,Euthanasia,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A691188,2014-11-09 16:41:00,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Blue/Tan
A698213,2015-03-13 17:36:00,Adoption,Cat,Spayed Female,9 years,Domestic Longhair,White/Orange
A671087,2014-03-04 12:55:00,Adoption,Dog,Spayed Female,6 years,Chihuahua Shorthair,Black/Tan
A711743,2015-09-12 09:00:00,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue Tabby/White
A706083,2015-06-28 18:15:00,Adoption,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A708759,2015-08-05 16:10:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A290917,2014-07-08 14:46:00,Transfer,Cat,Spayed Female,11 years,Domestic Longhair Mix,Orange Tabby/White
A708355,2015-07-29 15:44:00,Transfer,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White
A693846,2014-12-18 13:29:00,Transfer,Dog,Intact Male,2 months,Manchester Terrier Mix,Red/White
A686620,2014-08-24 15:41:00,Transfer,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black
A686409,2014-08-22 09:00:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue
A710982,2015-08-31 13:36:00,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby
A702092,2015-06-23 07:38:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A677522,2014-05-01 17:31:00,Adoption,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Brown
A704838,2015-07-02 10:20:00,Transfer,Dog,Spayed Female,9 months,Pointer/Labrador Retriever,Black/White
A687147,2014-09-08 19:00:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A622169,2015-04-27 13:20:00,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A667087,2013-11-13 16:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A695212,2015-01-14 10:14:00,Euthanasia,Cat,Intact Female,12 years,Domestic Shorthair Mix,Orange Tabby
A687363,2014-09-06 09:00:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair,White/Blue Tabby
A710464,2015-08-29 14:31:00,Adoption,Dog,Spayed Female,2 months,Plott Hound Mix,Brown Brindle/White
A664567,2014-03-22 16:06:00,Transfer,Dog,Intact Male,10 months,Pit Bull Mix,Brown Brindle
A713830,2015-12-16 16:37:00,Adoption,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby
A713720,2015-11-08 00:00:00,Transfer,Dog,Neutered Male,1 year,Schnauzer Giant Mix,Black
A703119,2015-05-20 18:59:00,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White
A686783,2014-09-06 09:00:00,Transfer,Cat,Neutered Male,4 years,Domestic Longhair Mix,Black
A669887,2014-08-15 14:08:00,Adoption,Dog,Spayed Female,7 years,Plott Hound/Labrador Retriever,Black Brindle/Brown
A702015,2015-05-11 18:40:00,Adoption,Dog,Neutered Male,5 years,Pit Bull Mix,Tricolor
A678525,2014-05-11 17:36:00,Return_to_owner,Dog,Neutered Male,4 years,Pug,Tan/Black
A693289,2014-12-10 19:06:00,Transfer,Dog,Neutered Male,7 years,Pomeranian,Red
A663527,2013-10-10 16:58:00,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Tortie
A720830,2016-02-16 11:55:00,Return_to_owner,Dog,Neutered Male,15 years,Chihuahua Longhair Mix,Black/White
A661482,2015-05-25 15:56:00,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Cream
A708498,2015-08-29 07:49:00,Died,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
